facility_id,facility_name,city,county,hospital_ownership,hospital_type,overall_rating,is_houston_area,readm_pn_pct,readm_hf_pct,mort_hf_pct,mort_pn_pct,hai_clabsi_sir,hai_cauti_sir,sepsis_bundle_pct,ed_left_without_seen_pct,recommend_pct,rated_9_10_pct,hcahps_star
454149,PERIMETER BEHAVIORAL HOSPITAL OF DALLAS,GARLAND,DALLAS,Proprietary,Psychiatric,,False,,,,,,,,,,,
450144,PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,ANDREWS,ANDREWS,Government - Hospital District or Authority,Acute Care Hospitals,,False,17.0,,,17.0,,,,2.0,89.0,86.0,
450007,PETERSON REGIONAL MEDICAL CENTER,KERRVILLE,KERR,Voluntary non-profit - Private,Acute Care Hospitals,4.0,False,15.9,21.0,11.5,15.4,0.0,0.468,71.0,1.0,79.0,80.0,4.0
450834,"PHYSICIANS CENTRE,THE",BRYAN,BRAZOS,Proprietary,Acute Care Hospitals,,False,,,,,,,,5.0,85.0,84.0,5.0
451350,PLAINS MEMORIAL HOSPITAL,DIMMITT,CASTRO,Government - Local,Critical Access Hospitals,,False,,,,,,,,,,,
450875,QUAIL CREEK SURGICAL HOSPITAL,AMARILLO,POTTER,Proprietary,Acute Care Hospitals,,False,,,,,,,,,90.0,90.0,5.0
451329,RANKIN HOSPITAL MEDICAL CLINIC,RANKIN,UPTON,Government - Hospital District or Authority,Critical Access Hospitals,,False,,,,,,,,,,,
451301,REAGAN MEMORIAL HOSPITAL,BIG LAKE,REAGAN,Government - Hospital District or Authority,Critical Access Hospitals,,False,,,,,,,,,,,
454018,RED RIVER HOSPITAL,WICHITA FALLS,WICHITA,Proprietary,Psychiatric,,False,,,,,,,,,,,
451377,REEVES REGIONAL HEALTH,PECOS,REEVES,Government - Hospital District or Authority,Critical Access Hospitals,2.0,False,17.5,22.2,12.5,16.7,,,,,78.0,84.0,
451317,REFUGIO COUNTY MEMORIAL HOSPITAL,REFUGIO,REFUGIO,Government - Hospital District or Authority,Critical Access Hospitals,,False,,,,,,,,,,,
670098,RESOLUTE HEALTH HOSPITAL,NEW BRAUNFELS,COMAL,Proprietary,Acute Care Hospitals,4.0,False,19.7,22.1,10.9,15.5,0.0,0.0,70.0,1.0,74.0,74.0,3.0
451312,RICE MEDICAL CENTER,EAGLE LAKE,COLORADO,Proprietary,Critical Access Hospitals,,False,,,,,,,,,,,
451328,RICELAND MEDICAL CENTER,WINNIE,CHAMBERS,Proprietary,Critical Access Hospitals,,False,,,,,,,,,,,
450711,RIO GRANDE REGIONAL HOSPITAL,MCALLEN,HIDALGO,Proprietary,Acute Care Hospitals,4.0,False,15.7,21.0,8.5,14.1,0.0,0.698,84.0,2.0,65.0,66.0,2.0
454088,RIO GRANDE STATE CENTER,HARLINGEN,CAMERON,Government - State,Psychiatric,,False,,,,,,,,,,,
454146,RIO VISTA BEHAVIORAL HEALTH,EL PASO,EL PASO,Proprietary,Psychiatric,,False,,,,,,,,,,,
454127,ROCK SPRINGS,GEORGETOWN,WILLIAMSON,Proprietary,Psychiatric,,False,,,,,,,,,,,
450055,ROLLING PLAINS MEMORIAL HOSPITAL,SWEETWATER,NOLAN,Government - Hospital District or Authority,Acute Care Hospitals,,False,17.5,21.9,,18.7,,,90.0,0.0,75.0,86.0,4.0
450718,ROUND ROCK MEDICAL CENTER,ROUND ROCK,WILLIAMSON,Proprietary,Acute Care Hospitals,3.0,False,18.7,19.6,11.3,15.5,0.296,0.0,78.0,1.0,72.0,71.0,3.0
454009,RUSK STATE HOSP,RUSK,CHEROKEE,Government - State,Psychiatric,,False,,,,,,,,,,,
451361,SABINE COUNTY HOSPITAL,HEMPHILL,SABINE,Proprietary,Critical Access Hospitals,,False,16.7,,,14.8,,,,1.0,,,
670121,SAINT CAMILLUS MEDICAL CENTER,HURST,TARRANT,Proprietary,Acute Care Hospitals,,False,,,,,,,,,,,
454132,SAN ANTONIO BEHAVIORAL HEALTHCARE HOSPITAL,SAN ANTONIO,BEXAR,Proprietary,Psychiatric,,False,,,,,,,,,,,
454011,SAN ANTONIO STATE HOSP  STATE SCHOOL,SAN ANTONIO,BEXAR,Government - State,Psychiatric,,False,,,,,,,,,,,
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),SAN ANTONIO,BEXAR,Veterans Health Administration,Acute Care - Veterans Administration,5.0,False,19.1,22.3,6.6,10.0,0.452,0.327,,,79.0,81.0,4.0
450653,SCENIC MOUNTAIN MEDICAL CENTER,BIG SPRING,HOWARD,Proprietary,Acute Care Hospitals,,False,17.6,21.1,13.2,19.5,,,61.0,4.0,45.0,53.0,
451304,SCHLEICHER COUNTY MEDICAL CENTER,ELDORADO,SCHLEICHER,Proprietary,Critical Access Hospitals,,False,,,,,,,,0.0,,,
670080,SETON MEDICAL CENTER HARKER HEIGHTS,HARKER HEIGHTS,BELL,Proprietary,Acute Care Hospitals,4.0,False,19.8,24.0,9.8,14.6,0.0,0.0,86.0,2.0,70.0,71.0,4.0
451399,SEYMOUR HOSPITAL,SEYMOUR,BAYLOR,Government - Hospital District or Authority,Critical Access Hospitals,,False,17.8,,,15.6,,,82.0,0.0,79.0,82.0,
451340,SHAMROCK GENERAL HOSPITAL,SHAMROCK,WHEELER,Proprietary,Critical Access Hospitals,,False,,,,,,,,,,,
450571,SHANNON MEDICAL CENTER,SAN ANGELO,TOM GREEN,Voluntary non-profit - Private,Acute Care Hospitals,3.0,False,16.6,20.6,11.8,13.5,0.309,0.831,67.0,2.0,66.0,68.0,3.0
453311,SHRINERS HOSPITALS FOR CHILDREN,GALVESTON,GALVESTON,Voluntary non-profit - Private,Childrens,,True,,,,,,,,,,,
450668,SIERRA MEDICAL CENTER,EL PASO,EL PASO,Proprietary,Acute Care Hospitals,2.0,False,16.9,22.4,11.0,17.4,0.85,0.242,42.0,2.0,64.0,63.0,2.0
450119,SOUTH TEXAS HEALTH SYSTEM,EDINBURG,HIDALGO,Proprietary,Acute Care Hospitals,4.0,False,18.4,22.0,11.4,12.9,0.849,0.823,72.0,0.0,67.0,67.0,2.0
450856,SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,SAN ANTONIO,BEXAR,Physician,Acute Care Hospitals,,False,,,,,,,,1.0,83.0,83.0,4.0
450431,ST DAVID'S MEDICAL CENTER,AUSTIN,TRAVIS,Proprietary,Acute Care Hospitals,4.0,False,17.8,20.5,8.4,13.2,0.401,0.262,75.0,1.0,75.0,73.0,3.0
450713,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,AUSTIN,TRAVIS,Proprietary,Acute Care Hospitals,3.0,False,17.0,20.4,10.6,18.3,0.788,0.065,79.0,1.0,70.0,66.0,3.0
450035,ST JOSEPH MEDICAL CENTER,HOUSTON,HARRIS,Physician,Acute Care Hospitals,3.0,True,17.0,22.4,,,0.0,0.5,61.0,7.0,55.0,58.0,2.0
670075,ST LUKE'S HOSPITAL AT THE VINTAGE,HOUSTON,HARRIS,Voluntary non-profit - Private,Acute Care Hospitals,4.0,True,16.3,20.9,10.4,13.5,0.0,0.0,64.0,0.0,81.0,79.0,3.0
670031,ST LUKE'S PATIENTS MEDICAL CENTER,PASADENA,HARRIS,Proprietary,Acute Care Hospitals,3.0,True,14.7,23.0,10.8,15.1,0.0,0.0,60.0,0.0,67.0,69.0,2.0
670053,ST LUKE'S SUGAR LAND HOSPITAL,SUGAR LAND,FORT BEND,Voluntary non-profit - Private,Acute Care Hospitals,3.0,True,16.4,20.7,8.7,14.1,0.0,0.502,69.0,0.0,63.0,65.0,2.0
450862,ST LUKE'S THE WOODLANDS HOSPITAL,THE WOODLANDS,MONTGOMERY,Voluntary non-profit - Private,Acute Care Hospitals,3.0,True,16.8,20.7,11.1,14.3,0.527,0.68,64.0,1.0,78.0,78.0,4.0
670314,ST MICHAELS MEDICAL HOSPITAL LLC,SUGAR LAND,FORT BEND,Proprietary,Acute Care Hospitals,,True,,,,,,,,3.0,,,
454093,STARCARE SPECIALTY HEALTH /SUNRISE CANYON HOSPITAL,LUBBOCK,LUBBOCK,Voluntary non-profit - Other,Psychiatric,,False,,,,,,,,,,,
450654,STARR COUNTY MEMORIAL HOSPITAL,RIO GRANDE CITY,STARR,Government - Hospital District or Authority,Acute Care Hospitals,2.0,False,17.5,20.7,,13.8,,,52.0,3.0,62.0,67.0,
671302,STEPHENS MEMORIAL HOSPITAL,BRECKENRIDGE,STEPHENS,Government - Hospital District or Authority,Critical Access Hospitals,,False,,,,,,,,,,,
451318,STONEWALL MEMORIAL HOSPITAL DISTRICT,ASPERMONT,STONEWALL,Government - Hospital District or Authority,Critical Access Hospitals,,False,,,,,,,,0.0,,,
450860,SUGAR LAND SURGICAL HOSPITAL LLP,SUGAR LAND,FORT BEND,Physician,Acute Care Hospitals,,True,,,,,,,,,82.0,88.0,
454139,SUN BEHAVIORAL HOUSTON,HOUSTON,HARRIS,Proprietary,Psychiatric,,True,,,,,,,,,,,
450831,SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,PASADENA,HARRIS,Proprietary,Acute Care Hospitals,,True,,,,,,,,0.0,,,
451311,SWEENY COMMUNITY HOSPITAL,SWEENY,BRAZORIA,Government - Hospital District or Authority,Critical Access Hospitals,,True,16.8,,,,,,43.0,3.0,79.0,78.0,
451349,SWISHER MEMORIAL HOSPITAL,TULIA,SWISHER,Voluntary non-profit - Private,Critical Access Hospitals,,False,,,,,,,,,,,
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),TEMPLE,BELL,Veterans Health Administration,Acute Care - Veterans Administration,4.0,False,17.3,20.3,8.4,9.8,,1.922,,,77.0,81.0,4.0
454006,TERRELL STATE HOSPITAL,TERRELL,KAUFMAN,Government - State,Psychiatric,,False,,,,,,,,,,,
670125,TEXAS CENTER FOR INFECTIOUS DISEASE,SAN ANTONIO,BEXAR,Government - State,Acute Care Hospitals,,False,,,,,,,,,,,
453304,TEXAS CHILDRENS HOSPITAL,HOUSTON,HARRIS,Voluntary non-profit - Private,Childrens,,True,,,,,,,,,,,
453319,TEXAS CHILDRENS HOSPITAL NORTH AUSTIN CAMPUS,AUSTIN,WILLIAMSON,Voluntary non-profit - Private,Childrens,,False,,,,,,,,,,,
450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,ARLINGTON,TARRANT,Voluntary non-profit - Private,Acute Care Hospitals,4.0,False,16.9,21.6,10.5,13.5,0.277,0.0,81.0,1.0,73.0,70.0,3.0
450891,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN,PLANO,COLLIN,Physician,Acute Care Hospitals,,False,,,,,,,,7.0,87.0,87.0,4.0
450135,TEXAS HEALTH HARRIS METHODIST FORT WORTH,FORT WORTH,TARRANT,Voluntary non-profit - Private,Acute Care Hospitals,4.0,False,17.2,20.3,10.4,14.4,0.108,0.251,76.0,0.0,76.0,75.0,3.0
670085,TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,FORT WORTH,TARRANT,Voluntary non-profit - Private,Acute Care Hospitals,5.0,False,15.4,21.0,12.0,16.3,0.0,0.0,77.0,2.0,72.0,71.0,3.0
450419,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,AZLE,TARRANT,Voluntary non-profit - Private,Acute Care Hospitals,4.0,False,16.2,20.6,10.5,14.4,,,93.0,1.0,67.0,67.0,3.0
450148,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,CLEBURNE,JOHNSON,Voluntary non-profit - Private,Acute Care Hospitals,5.0,False,15.4,19.9,12.2,11.6,,,81.0,1.0,71.0,72.0,4.0
450888,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,SOUTHLAKE,TARRANT,Proprietary,Acute Care Hospitals,,False,,,,,,,,2.0,87.0,86.0,4.0
450779,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,FORT WORTH,TARRANT,Voluntary non-profit - Private,Acute Care Hospitals,5.0,False,16.6,20.6,9.5,13.5,0.897,0.261,82.0,1.0,79.0,77.0,4.0
450351,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,STEPHENVILLE,ERATH,Voluntary non-profit - Private,Acute Care Hospitals,4.0,False,16.7,20.7,12.5,16.8,,,85.0,1.0,78.0,79.0,4.0
450639,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,BEDFORD,TARRANT,Voluntary non-profit - Private,Acute Care Hospitals,4.0,False,19.2,20.6,12.3,16.5,0.277,0.0,80.0,0.0,74.0,71.0,3.0
670071,TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON,ARLINGTON,TARRANT,Physician,Acute Care Hospitals,4.0,False,,21.7,9.7,,,,,,85.0,83.0,4.0
670260,TEXAS HEALTH HOSPITAL FRISCO,FRISCO,DENTON,Voluntary non-profit - Private,Acute Care Hospitals,4.0,False,15.8,20.6,10.8,12.4,0.0,0.885,80.0,1.0,80.0,78.0,3.0
670309,TEXAS HEALTH HOSPITAL MANSFIELD,MANSFIELD,TARRANT,Voluntary non-profit - Private,Acute Care Hospitals,5.0,False,16.8,20.2,10.6,16.5,,,90.0,1.0,80.0,82.0,4.0
450677,TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,FORT WORTH,TARRANT,Voluntary non-profit - Private,Acute Care Hospitals,3.0,False,16.7,20.2,9.7,12.3,0.0,0.429,76.0,2.0,73.0,74.0,3.0
450840,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,ALLEN,COLLIN,Voluntary non-profit - Private,Acute Care Hospitals,4.0,False,16.8,22.4,9.9,16.1,,0.0,74.0,1.0,77.0,76.0,4.0
450462,TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS,DALLAS,DALLAS,Voluntary non-profit - Private,Acute Care Hospitals,4.0,False,18.6,19.5,12.3,14.7,0.161,0.188,72.0,1.0,72.0,69.0,3.0
450743,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,DENTON,DENTON,Voluntary non-profit - Private,Acute Care Hospitals,5.0,False,17.7,19.5,9.3,14.3,0.0,0.617,85.0,2.0,79.0,78.0,4.0
670068,TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,FLOWER MOUND,DENTON,Proprietary,Acute Care Hospitals,5.0,False,16.7,19.7,10.4,14.3,0.617,0.505,78.0,1.0,79.0,78.0,4.0
450292,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,KAUFMAN,KAUFMAN,Voluntary non-profit - Private,Acute Care Hospitals,,False,16.0,20.8,,14.9,,,88.0,3.0,71.0,79.0,4.0
450771,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,PLANO,COLLIN,Voluntary non-profit - Private,Acute Care Hospitals,4.0,False,17.9,20.6,10.5,12.9,0.202,0.218,72.0,0.0,72.0,72.0,3.0
670044,TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,ROCKWALL,ROCKWALL,Proprietary,Acute Care Hospitals,5.0,False,16.3,21.7,9.3,18.7,0.0,0.0,72.0,2.0,79.0,79.0,4.0
450889,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,DALLAS,DALLAS,Physician,Acute Care Hospitals,,False,,,,,,,,,88.0,87.0,5.0
450804,TEXAS ORTHOPEDIC HOSPITAL,HOUSTON,HARRIS,Voluntary non-profit - Other,Acute Care Hospitals,,True,,,,,,,,1.0,83.0,83.0,4.0
453314,TEXAS SCOTTISH RITE HOSPITAL FOR CHILDREN,DALLAS,DALLAS,Voluntary non-profit - Private,Childrens,,False,,,,,,,,,,,
450324,TEXOMA MEDICAL CENTER,DENISON,GRAYSON,Proprietary,Acute Care Hospitals,4.0,False,18.8,22.6,9.2,11.2,0.491,0.429,62.0,1.0,69.0,65.0,3.0
450893,THE HEART HOSPITAL BAYLOR DENTON,DENTON,DENTON,Physician,Acute Care Hospitals,5.0,False,,22.1,9.7,,,,62.0,0.0,86.0,86.0,4.0
670006,THE HOSPITAL AT WESTLAKE MEDICAL CENTER,AUSTIN,TRAVIS,Physician,Acute Care Hospitals,,False,,,,,,,,0.0,65.0,62.0,3.0
670047,THE HOSPITALS OF PROVIDENCE - EAST CAMPUS,EL PASO,EL PASO,Proprietary,Acute Care Hospitals,2.0,False,17.7,20.7,13.7,15.9,1.233,0.479,46.0,1.0,57.0,58.0,2.0
450002,THE HOSPITALS OF PROVIDENCE - MEMORIAL CAMPUS,EL PASO,EL PASO,Proprietary,Acute Care Hospitals,2.0,False,17.1,20.6,11.0,14.1,0.408,0.251,53.0,1.0,56.0,54.0,2.0
670124,THE HOSPITALS OF PROVIDENCE HORIZON CITY CAMPUS,HORIZON CITY,EL PASO,Proprietary,Acute Care Hospitals,,False,17.0,,,15.5,,,77.0,0.0,86.0,81.0,
670120,THE HOSPITALS OF PROVIDENCE TRANSMOUNTAIN CAMPUS,EL PASO,EL PASO,Proprietary,Acute Care Hospitals,2.0,False,16.5,20.0,10.8,17.7,0.0,0.0,50.0,2.0,64.0,66.0,2.0
450518,THE MEDICAL CENTER OF SOUTHEAST TEXAS,PORT ARTHUR,JEFFERSON,Physician,Acute Care Hospitals,3.0,False,17.3,21.9,11.1,12.7,,,35.0,5.0,53.0,61.0,3.0
670267,THE WOODLANDS SPECIALTY HOSPITAL,SPRING,MONTGOMERY,Proprietary,Acute Care Hospitals,,True,,,,,,,,1.0,55.0,66.0,
451339,THROCKMORTON COUNTY MEMORIAL HOSPITAL,THROCKMORTON,THROCKMORTON,Government - Local,Critical Access Hospitals,,False,,,,,,,,,,,
450080,TITUS REGIONAL MEDICAL CENTER,MOUNT PLEASANT,TITUS,Government - Hospital District or Authority,Acute Care Hospitals,3.0,False,17.2,21.8,10.7,12.4,,,72.0,1.0,71.0,68.0,4.0
451370,TMC- BONHAM HOSPITAL,BONHAM,FANNIN,Government - Hospital District or Authority,Critical Access Hospitals,,False,17.8,20.7,,,,,,1.0,73.0,73.0,
450774,TOPS SURGICAL SPECIALTY HOSPITAL,HOUSTON,HARRIS,Physician,Acute Care Hospitals,,True,,,,,,,,,80.0,79.0,4.0
670266,TOWNSEN MEMORIAL HOSPITAL,HUMBLE,HARRIS,Proprietary,Acute Care Hospitals,,True,,,,,,,,1.0,61.0,67.0,
450460,TYLER COUNTY HOSPITAL,WOODVILLE,TYLER,Government - Hospital District or Authority,Acute Care Hospitals,,False,16.8,,,14.0,,,,2.0,85.0,87.0,
450010,UNITED REGIONAL HEALTH CARE SYSTEM,WICHITA FALLS,WICHITA,Voluntary non-profit - Private,Acute Care Hospitals,3.0,False,21.5,23.9,11.3,17.2,0.0,0.269,69.0,3.0,73.0,71.0,4.0
454104,UNIVERSITY BEHAVIORAL HEALTH OF DENTON,DENTON,DENTON,Government - State,Psychiatric,,False,,,,,,,,,,,
450213,UNIVERSITY HEALTH SYSTEM,SAN ANTONIO,BEXAR,Government - Hospital District or Authority,Acute Care Hospitals,3.0,False,16.5,20.6,10.6,13.3,0.388,0.405,82.0,2.0,78.0,77.0,4.0
450686,UNIVERSITY MEDICAL CENTER,LUBBOCK,LUBBOCK,Government - Hospital District or Authority,Acute Care Hospitals,2.0,False,15.4,19.9,10.7,15.1,0.076,0.319,36.0,0.0,78.0,76.0,3.0
450024,UNIVERSITY MEDICAL CENTER OF EL PASO,EL PASO,EL PASO,Physician,Acute Care Hospitals,3.0,False,16.8,21.0,13.7,16.2,0.686,0.441,62.0,0.0,71.0,67.0,3.0
450690,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,TYLER,SMITH,Government - State,Acute Care Hospitals,4.0,False,16.3,20.9,11.7,15.0,1.936,,77.0,1.0,81.0,78.0,5.0
450018,UNIVERSITY OF TEXAS MEDICAL BRANCH GALVESTON,GALVESTON,GALVESTON,Government - State,Acute Care Hospitals,3.0,True,16.5,22.2,8.6,11.9,0.231,0.675,35.0,0.0,72.0,73.0,3.0
450872,USMD HOSPITAL AT ARLINGTON L P,ARLINGTON,TARRANT,Physician,Acute Care Hospitals,,False,,,,,,,63.0,1.0,68.0,70.0,3.0
450389,UT HEALTH EAST TEXAS ATHENS HOSPITAL,ATHENS,HENDERSON,Proprietary,Acute Care Hospitals,2.0,False,18.4,22.8,14.8,17.0,1.994,0.0,80.0,2.0,72.0,72.0,4.0
450210,UT HEALTH EAST TEXAS CARTHAGE HOSPITAL,CARTHAGE,PANOLA,Proprietary,Acute Care Hospitals,5.0,False,16.9,21.2,11.7,14.1,,,50.0,1.0,72.0,85.0,
450475,UT HEALTH EAST TEXAS HENDERSON HOSPITAL,HENDERSON,RUSK,Proprietary,Acute Care Hospitals,5.0,False,16.4,20.5,10.8,15.6,,,87.0,1.0,70.0,71.0,4.0
450194,UT HEALTH EAST TEXAS JACKSONVILLE HOSPITAL,JACKSONVILLE,CHEROKEE,Proprietary,Acute Care Hospitals,,False,16.5,21.9,,16.1,,,69.0,1.0,75.0,75.0,4.0
451367,UT HEALTH EAST TEXAS PITTSBURG HOSPITAL,PITTSBURG,CAMP,Proprietary,Critical Access Hospitals,3.0,False,17.2,20.9,11.7,14.7,,,87.0,1.0,88.0,86.0,5.0
451380,UT HEALTH EAST TEXAS QUITMAN HOSPITAL,QUITMAN,WOOD,Voluntary non-profit - Other,Critical Access Hospitals,4.0,False,18.8,21.7,13.1,12.0,,0.0,67.0,1.0,79.0,81.0,4.0
450083,UT HEALTH EAST TEXAS TYLER REGIONAL HOSPITAL,TYLER,SMITH,Proprietary,Acute Care Hospitals,2.0,False,18.5,22.2,11.1,13.8,1.371,0.524,75.0,0.0,67.0,65.0,2.0
670335,UT HEALTH SAN ANTONIO MULTISPECIALTY & RESEARCH HO,SAN ANTONIO,BEXAR,Government - State,Acute Care Hospitals,,False,,,,,,,85.0,,,,
450044,UT OF TEXAS  SOUTHWESTERN UNIVERSITY HOSPITAL - WILLIAM P. CLEMENTS JR.,DALLAS,DALLAS,Government - State,Acute Care Hospitals,4.0,False,17.3,19.2,7.0,9.1,0.582,0.416,42.0,1.0,84.0,83.0,4.0
451387,UVALDE MEMORIAL HOSPITAL,UVALDE,UVALDE,Government - Hospital District or Authority,Critical Access Hospitals,3.0,False,17.6,20.5,10.7,15.5,,,80.0,,75.0,75.0,4.0
45060F,VA AMARILLO HEALTHCARE SYSTEM,AMARILLO,POTTER,Veterans Health Administration,Acute Care - Veterans Administration,5.0,False,18.0,21.7,8.6,11.6,,2.83,,,81.0,80.0,4.0
450154,VAL VERDE REGIONAL MEDICAL CENTER,DEL RIO,VAL VERDE,Government - Hospital District or Authority,Acute Care Hospitals,3.0,False,17.5,20.3,12.1,13.6,,,62.0,1.0,54.0,59.0,3.0
450028,VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,BROWNSVILLE,CAMERON,Proprietary,Acute Care Hospitals,3.0,False,18.0,20.9,11.0,14.3,0.0,0.181,56.0,1.0,57.0,57.0,2.0
450662,VALLEY REGIONAL MEDICAL CENTER,BROWNSVILLE,CAMERON,Proprietary,Acute Care Hospitals,2.0,False,18.2,21.1,10.9,13.8,0.87,0.556,67.0,2.0,65.0,62.0,2.0
450033,VHS HARLINGEN HOSPITAL COMPANY LLC,HARLINGEN,CAMERON,Proprietary,Acute Care Hospitals,2.0,False,17.9,20.1,7.9,13.4,0.931,0.213,55.0,2.0,62.0,63.0,2.0
454158,VOYAGES BEHAVIORAL HEALTH OF CONROE,CONROE,MONTGOMERY,Proprietary,Psychiatric,,True,,,,,,,,,,,
454156,VOYAGES BEHAVIORAL HEALTH OF SUGAR LAND,SUGAR LAND,FORT BEND,Proprietary,Psychiatric,,True,,,,,,,,,,,
451337,W J MANGOLD MEMORIAL HOSPITAL,LOCKNEY,FLOYD,Physician,Critical Access Hospitals,,False,,,,13.6,,,,,94.0,89.0,
450200,WADLEY REGIONAL MEDICAL CENTER,TEXARKANA,BOWIE,Physician,Acute Care Hospitals,,False,,,,,,,,,,,
451373,WARD MEMORIAL HOSPITAL,MONAHANS,WARD,Government - Local,Critical Access Hospitals,,False,16.8,,,15.7,,,,1.0,88.0,84.0,
454128,WELLBRIDGE HEALTHCARE FORT WORTH,FORT WORTH,TARRANT,Proprietary,Psychiatric,,False,,,,,,,,,,,
454026,WEST OAKS HOSPITAL,HOUSTON,HARRIS,Proprietary,Psychiatric,,True,,,,,,,,,,,
670333,WESTOVER HILLS BAPTIST HOSPITAL,SAN ANTONIO,BEXAR,Proprietary,Acute Care Hospitals,,False,17.3,20.9,,14.4,,,73.0,,,,
454131,WESTPARK SPRINGS LLC,RICHMOND,FORT BEND,Proprietary,Psychiatric,,True,,,,,,,,,,,
450678,WHITE ROCK MEDICAL CENTER,DALLAS,DALLAS,Proprietary,Acute Care Hospitals,2.0,False,19.1,22.7,11.1,16.3,,,15.0,4.0,,,
450584,WILBARGER GENERAL HOSPITAL,VERNON,WILBARGER,Government - Hospital District or Authority,Acute Care Hospitals,,False,17.0,,,18.4,,,17.0,1.0,67.0,72.0,
45068F,William Beaumont AMG (FT Bliss),El Paso,EL PASO,Department of Defense,Acute Care - Department of Defense,,False,,,,,1.787,1.235,46.0,5.0,87.0,84.0,5.0
450469,WILSON N JONES REGIONAL MEDICAL CENTER,SHERMAN,GRAYSON,Proprietary,Acute Care Hospitals,2.0,False,18.3,21.8,10.5,13.1,,0.0,56.0,3.0,62.0,55.0,3.0
451314,WINKLER COUNTY MEMORIAL HOSPITAL,KERMIT,WINKLER,Government - Hospital District or Authority,Critical Access Hospitals,,False,,,,,,,,,,,
450674,"WOMANS HOSPITAL OF TEXAS,THE",HOUSTON,HARRIS,Proprietary,Acute Care Hospitals,4.0,True,,,,,0.553,,83.0,1.0,69.0,67.0,3.0
450484,WOODLAND HEIGHTS MEDICAL CENTER,LUFKIN,ANGELINA,Proprietary,Acute Care Hospitals,3.0,False,19.2,22.1,11.0,15.4,0.504,0.757,40.0,1.0,67.0,64.0,2.0
454144,WOODLAND SPRINGS,CONROE,MONTGOMERY,Proprietary,Psychiatric,,True,,,,,,,,,,,
451346,YOAKUM COMMUNITY HOSPITAL,YOAKUM,LAVACA,Voluntary non-profit - Private,Critical Access Hospitals,3.0,False,17.7,21.5,12.6,16.1,,,80.0,,82.0,78.0,
451308,YOAKUM COUNTY HOSPITAL,DENVER CITY,YOAKUM,Voluntary non-profit - Other,Critical Access Hospitals,,False,16.5,,,,,,,,77.0,75.0,
